Argument ID	Conclusion	Stance	Premise	Achievement	Power: dominance	Power: resources
A29392	We should adopt libertarianism	against	['states', 'needs', 'laws', 'and', 'governing', 'bodies', 'otherwise', 'there', 'could', 'be', 'anarchy', 'we', 'should', 'therefore', 'not', 'adopt', 'libertarianism']	0	1	0
A29436	We should adopt a zero-tolerance policy in schools	against	['zero', 'tolerance', 'policies', 'dont', 'allow', 'for', 'adminstrators', 'to', 'use', 'their', 'judgement', 'to', 'administer', 'punishment']	0	1	0
A29460	We should subsidize Wikipedia	against	['no', 'subsidy', 'should', 'be', 'given', 'to', 'wilkpedia', 'it', 'is', 'part', 'of', 'the', 'free', 'enterprise', 'system', 'and', 'can', 'be', 'supported', 'by', 'users', 'and', 'advertisers']	0	1	0
A29490	We should oppose collectivism	against	['we', 'accept', 'collectivism', 'because', 'it', 'leads', 'to', 'less', 'conflict', 'due', 'to', 'people', 'thinking', 'as', 'a', 'team', 'instead', 'of', 'one', 'person', 'thinking', 'about', 'themselves', 'and', 'causing', 'trouble']	1	1	0
A29500	We should abolish the three-strikes laws	against	['the', 'three-strikes', 'law', 'serves', 'as', 'an', 'effective', 'deterrent', 'and', 'should', 'not', 'be', 'abolished']	1	1	0
A30011	We should adopt a multi-party system	against	['The', 'winner', 'can', 'be', 'someone', 'voted', 'in', 'to', 'office', 'by', 'a', 'very', 'small', 'percentage', 'of', 'voters']	0	1	0
A30013	We should end the use of economic sanctions	against	['economic', 'sanctions', 'provide', 'an', 'easy', 'way', 'to', 'protest', 'and', 'can', 'easily', 'be', 'reversed', 'when', 'situations', 'change']	1	1	1
A30039	We should adopt gender-neutral language	against	['in', 'many', 'cases', 'the', 'gender', 'of', 'the', 'subject', 'helps', 'convey', 'meaning']	1	1	0
A30056	We should limit judicial activism	against	['we', 'should', 'not', 'limit', 'judicial', 'activism', 'because', 'judges', 'have', 'better', 'knowledge', 'of', 'the', 'laws', 'than', 'juries', 'do']	1	1	0
A30066	We should fight for the abolition of nuclear weapons	against	['nuclear', 'weapons', 'should', 'be', 'retained', 'as', 'they', 'act', 'as', 'a', 'deterrent', 'and', 'ensure', 'world', 'peace']	0	1	0
A30106	We should end the use of economic sanctions	against	['economic', 'sanctions', 'provide', 'a', 'necessary', 'alternative', 'to', 'military', 'action', 'when', 'dealing', 'with', 'foreign', 'countries', 'who', 'maybe', 'abusing', 'their', 'power']	0	1	0
A30118	We should limit executive compensation	against	['they', 'are', 'at', 'the', 'top', 'and', 'should', 'be', 'able', 'to', 'make', 'as', 'much', 'as', 'possible']	1	1	1
A30127	We should end the use of economic sanctions	against	['economic', 'sanctions', 'help', 'keep', 'dangerous', 'regimes', 'in', 'check']	0	1	0
A30136	We should abolish the right to keep and bear arms	against	['it', 'is', 'the', 'right', 'of', 'the', 'people', 'to', 'defend', 'themselves', 'even', 'with', 'the', 'use', 'of', 'deadly', 'force']	0	1	0
A30139	We should abolish the three-strikes laws	against	['the', 'three-strikes', 'laws', 'helps', 'deter', 'people', 'from', 'committing', 'further', 'crimes']	0	1	0
A30156	We should adopt libertarianism	against	['we', 'should', 'not', 'adopt', 'libertarianism', 'because', 'left', 'on', 'their', 'own', 'many', 'people', 'would', 'make', 'a', 'choice', 'that', 'adversely', 'effects', 'their', 'lives', 'without', 'weighing', 'all', 'the', 'consequences']	0	1	0
A30213	We should ban targeted killing	against	['targeted', 'killing', 'is', 'a', 'tool', 'that', 'allows', 'the', 'military', 'to', 'accomplish', 'their', 'objectives']	1	1	0
A30243	We should abolish the Olympic Games	against	['the', 'olympic', 'games', 'inspires', 'people', 'around', 'the', 'world', 'to', 'take', 'up', 'sport', 'and', 'live', 'healthier', 'lives']	0	1	0
A30257	We should fight for the abolition of nuclear weapons	against	['nuclear', 'weapons', 'serve', 'as', 'a', 'deterrent', 'for', 'other', 'nuclear', 'countries', 'through', 'mutually', 'assured', 'destruction']	0	1	0
A30286	We should end the use of economic sanctions	against	['economic', 'sanctions', 'are', 'useful', 'to', 'stop', 'bad', 'actions']	1	1	0
A30305	We should ban private military companies	against	['we', 'should', 'not', 'ban', 'private', 'military', 'companies', 'as', 'the', 'national', 'military', 'is', 'not', 'able', 'to', 'perform', 'smaller', 'operations', 'and', 'should', 'not', 'be', 'taken', 'away', 'from', 'their', 'national', 'duties', 'and', 'responsibilities']	1	1	0
A30310	We should oppose collectivism	against	['collectivism', 'utilizes', 'the', 'best', 'from', 'many', 'sources']	1	1	0
A30324	We should limit judicial activism	against	['check-balancing', 'government', 'use', 'of', 'power', 'in', 'a', 'democracy', 'is', 'what', 'makes', 'democracy', 'the', 'better', 'governing', 'form', 'judicial', 'activism', 'will', 'limit', 'government', 'overuse', 'of', 'its', 'power']	0	1	0
A30330	We should ban targeted killing	against	['targeted', 'killing', 'should', 'not', 'be', 'banned', 'as', 'the', 'government', 'has', 'the', 'intelligence', 'and', 'knowledge', 'to', 'knowingly', 'destroy', 'a', 'threat', 'without', 'destruction', 'of', 'many', 'persons', 'or', 'communities']	1	1	0
D01108	IT recruiters should consider skills instead of a degree in programming	against	['If', 'a', 'student', 'from', 'non-IT', 'background', 'chose', 'to', 'start', 'a', 'career', 'in', 'the', 'IT', 'field', 'the', 'efforts', 'they', 'put', 'into', 'graduation', 'will', 'go', 'in', 'vain']	1	1	0
D02017	We should forbid neo-banks	against	['Since', 'neo-banks', 'are', 'completely', 'digital', 'they', 'operate', '24', 'hours', 'a', 'day', 'and', 'their', 'services', 'can', 'be', 'accessed', 'at', 'any', 'time', 'They', 'are', 'easy', 'to', 'access', 'from', 'anywhere', 'through', 'a', 'smartphone']	1	1	0
D03013	India should have 'One Nation - One Election' policy 	against	['Holding', 'both', 'elections', 'together', 'will', 'also', 'mean', 'mixing', 'up', 'the', 'national', 'issues', 'with', 'those', 'of', 'the', 'state', 'The', 'national', 'issues', 'would', 'overpower', 'the', 'state', 'which', 'in', 'turn', 'would', 'get', 'less', 'priority', 'from', 'the', 'politicians']	0	1	0
D03014	India should have 'One Nation - One Election' policy 	against	['When', 'state', 'elections', 'are', 'conducted', 'along', 'with', 'the', 'center', 'the', 'regional', 'parties', 'may', 'get', 'marginalized', 'because', 'the', 'same', 'party', 'getting', 'majority', 'in', 'the', 'center', 'may', 'get', 'votes', 'in', 'the', 'state', 'as', 'well']	0	1	0
E02023	Immigrants should receive help from the EU through integration programs	against	['No', 'Europe', 'is', 'not', 'a', 'colony', 'Immigration', 'has', 'been', 'devastating', 'Public', 'EU', 'officials', 'who', 'support', 'immigration', 'should', 'be', 'named', 'and', 'the', 'European', 'people', 'must', 'be', 'given', 'a', 'democratic', 'opportunity', 'to', 'remove', 'them', 'from', 'positions', 'of', 'power', 'and', 'influence']	0	1	0
E02034	NGO boats should have an government representative on board to make sure they aren't people trafficking	against	['NGO', 'boats', 'should', 'be', 'forbidden', 'only', 'Frontex', 'should', 'intervene', 'to', 'bring', 'them', 'home']	0	1	0
E02038	The EU needs a reorientation of migration and asylum policy	against	['The', 'World', 'in', 'particular', 'Africa', 'and', 'the', 'Middle', 'East', 'is', 'experiencing', 'a', 'huge', 'population', 'explosion', 'They', 'seem', 'not', 'to', 'be', 'able', 'to', 'cope', 'with', 'it', 'as', 'China', 'did', 'Who', 'is', 'going', 'to', 'take', 'all', 'these', 'millions', 'of', 'refugees', 'which', 'result', 'from', 'it', 'Also', 'consider', 'that', 'the', 'integration', 'of', 'one', 'non-western', 'immigrant', 'costs', '167000', 'euros', 'If', 'the', 'EU', 'intends', 'to', 'survive', 'it', 'has', 'to', 'stop', 'more', 'or', 'less', 'all', 'migration']	0	1	0
E02057	We need a common migration and asylum policy, based on respect for rights and equal treatment	against	['I', 'disagree', 'each', 'country', 'must', 'be', 'sovereign', 'to', 'establish', 'its', 'migration', 'policy', 'and', 'no', 'EU', 'quotas', 'should', 'be', 'accepted']	0	1	0
E02062	We need a common migration and asylum policy, based on respect for rights and equal treatment	against	['The', 'EU', 'should', 'treat', 'economic', 'migrants', 'with', 'more', 'vigilance', 'They', 'cannot', 'be', 'the', 'solution', 'to', 'the', 'aging', 'European', 'population', 'We', 'need', 'more', 'focus', 'on', 'border', 'control', 'to', 'curb', 'illegal', 'migration']	1	1	0
E02068	We need a common migration and asylum policy, based on respect for rights and equal treatment	against	['Each', 'country', 'must', 'have', 'the', 'right', 'to', 'choose', 'based', 'on', 'a', 'democratic', 'vote', 'how', 'many', 'immigrants', 'they', 'want', 'to', 'accept', 'The', 'question', 'of', 'immigrants', 'depends', 'on', 'each', 'countrys', 'reality', 'and', 'culture:', 'this', 'must', 'be', 'managed', 'at', 'the', 'local', 'level']	0	1	0
E02069	We need a common migration and asylum policy, based on respect for rights and equal treatment	against	['We', 'should', 'not', 'bring', 'the', 'problem', 'to', 'Europe', 'but', 'we', 'should', 'rather', 'help', 'where', 'it', 'is', 'needed', 'in', 'their', 'region']	0	1	0
E02070	We need a common migration and asylum policy, based on respect for rights and equal treatment	against	['Giving', 'immigrants', 'more', 'rights', 'will', 'lead', 'to', 'the', 'forced', 'displacement', 'and', 'eventual', 'erasure', 'of', 'indigenous', 'Europeans', 'This', 'is', 'criminal', 'If', 'whats', 'happening', 'to', 'the', 'Uyghurs', 'and', 'Tibetans', 'in', 'China', 'is', 'genocide', 'then', 'so', 'is', 'this', 'This', 'idea', 'proposal', 'is', 'not', 'grassroots', 'its', 'astroturfed', 'lies', 'to', 'hide', 'the', 'fact', 'that', 'our', 'migration', 'policies', 'are', 'totally', 'undemocratic', 'and', 'forced', 'onto', 'native', 'Europeans']	0	1	0
E02072	We need a common migration and asylum policy, based on respect for rights and equal treatment	against	['The', 'nations', 'must', 'have', 'the', 'final', 'say', 'regarding', 'whom', 'they', 'want', 'to', 'allow', 'to', 'live', 'on', 'their', 'sovereign', 'territories']	0	1	0
E03030	There should be an EU citizenship	against	['If', 'we', 'do', 'have', 'an', 'EU', 'citizenship', 'we', 'will', 'have', 'an', 'EU', 'country', 'and', 'EU', 'already', 'proved', 'to', 'be', 'no', 'good', 'dealing', 'with', 'problems', 'and', 'is', 'extremely', 'undemocratic', 'and', 'not', 'listening', 'to', 'the', 'people']	1	1	0
E04071	We need Integrated migration and border policy.	against	['Refugees', 'can', 'obtain', 'a', 'visa', 'at', 'an', 'Embassy', 'in', 'one', 'of', 'the', '54', 'African', 'countries', 'All', 'other', 'immigrants', 'must', 'be', 'returned', 'within', 'a', 'week', 'of', 'arrival']	0	1	0
E04124	We need an inclusive and pluralistic European society	against	['Europe', 'is', 'full', 'and', 'cannot', 'accept', 'more', 'illegal', 'migrants', 'Those', 'persons', 'must', 'be', 'sent', 'back', 'and', 'have', 'to', 'ask', 'for', 'approval', 'from', 'their', 'state', 'of', 'origin']	0	1	0
E04130	We need a better distribution of refugees	against	['The', 'key', 'to', 'successful', 'immigration', 'depends', 'upon', 'the', 'possibility', 'of', 'employment', 'So', 'EU', 'members', 'are', 'to', 'decide', 'whom', 'they', 'want', 'to', 'admit']	0	1	0
E05018	The EU should equalize the retirement age for all Europeans. 	against	['Retirement', 'is', 'often', 'funded', 'by', 'taxes', 'and', 'taxes', 'are', 'decided', 'by', 'each', 'member', 'state', 'So', 'each', 'member', 'state', 'should', 'also', 'be', 'the', 'one', 'who', 'decides', 'how', 'those', 'taxes', 'are', 'spent', 'For', 'some', 'countries', 'a', 'retirement', 'age', 'of', '65', 'may', 'be', 'unaffordable', 'or', 'undesirable', 'while', 'for', 'others', 'it', 'may', 'not']	0	1	0
E05036	There can be no real European democracy without the autonomous fiscal power of the EU.	against	['No', 'If', 'the', 'parliament', 'was', 'given', 'free', 'rein', 'to', 'start', 'taxing', 'people', 'directly', 'they', 'would', 'of', 'course', 'abuse', 'this', 'power', 'to', 'fund', 'their', 'own', 'pet', 'projects', 'because', 'MEPs', 'want', 'to', 'feel', 'important', 'and', 'increase', 'their', 'own', 'power', 'above', 'all', 'else', 'Its', 'good', 'that', 'the', 'member', 'states', '(via', 'council', 'decisions)', 'can', 'explicitly', 'decide', 'the', 'size', 'of', 'the', 'EU', 'budget', 'And', 'until', 'the', 'democratic', 'deficit', 'and', 'other', 'systemic', 'problems', 'in', 'the', 'EU', 'are', 'fixed', 'its', 'good', 'that', 'the', 'budget', 'is', 'kept', 'at', '1-2%', 'of', 'the', 'total', 'EU', 'GDP']	0	1	0
E05037	The EU must be confederal and not federal	against	['We', 'need', 'a', 'real', 'and', 'effective', 'European', 'democracy', 'therefore', 'a', 'European', 'Federation']	1	1	0
E05046	The president of the European Commission should be elected by the people of the EU	against	['How', 'would', 'the', 'candidates', 'be', 'selected', 'One', 'per', 'country', 'That', 'just', 'makes', 'it', 'a', 'tight', 'race', 'between', 'the', 'two', 'countries', 'with', 'the', 'largest', 'population', '(assuming', 'one', 'vote', 'per', 'person)', 'Why', 'would', 'eg', 'a', 'Greek', 'person', 'vote', 'for', 'a', 'Swedish', 'candidate', 'How', 'would', 'even', 'a', 'Swedish', 'candidate', 'campaign', 'in', 'such', 'a', 'way', 'as', 'to', 'appeal', 'to', 'Greek', 'voters']	0	1	0
E05048	The president of the European Commission should be elected by the people of the EU	against	['In', 'Germany', 'the', 'President', 'of', 'the', 'Executive', 'is', 'not', 'elected', 'by', 'the', 'people', 'directly', 'either', 'The', 'reason', 'for', 'this', 'is', 'the', 'horrible', 'experience', 'during', 'the', 'Third', 'Reich', 'The', 'Parliament', '-', 'as', 'the', 'only', 'constitutional', 'institution', 'being', 'directly', 'elected', '-', 'has', 'a', 'stronger', 'stand', 'if', 'the', 'President', 'is', 'not', 'elected', 'directly', 'However', 'I', 'definitely', 'support', 'that', 'the', 'Parliament', 'becomes', 'stronger', 'and', 'more', 'influential']	1	1	0
E05049	EU citizens should be allowed to direct vote for more decisions	against	['Direct', 'democracy', 'is', 'too', 'open', 'to', 'manipulation', 'by', 'populists', 'and', 'malefactors', 'via', 'social', 'media', 'A', 'transparent', 'representative', 'democracy', 'with', 'a', 'solid', 'lid', 'on', 'lobbyism', 'is', 'to', 'be', 'preferred']	0	1	0
E05098	The EU government should encourage people to eat less meat	against	['Horrible', 'idea', 'Next', 'you', 'will', 'limit', 'water', 'or', 'air', 'This', 'is', 'not', 'the', 'way', 'to', 'move', 'on', 'climate', 'change', 'You', 'can', 'do', 'much', 'more', 'via', 'mass', 'politics', 'and', 'not', 'focus', 'on', 'individuals', 'or', 'limit', 'their', 'freedoms', 'If', 'you', 'want', 'to', 'stop', 'eating', 'meat', 'do', 'so', 'I', 'wont']	0	1	0
E06008	The EU should enforce the obligation to respect the Rule of Law within its borders	against	['The', 'European', 'Union', 'is', 'not', 'a', 'country', 'and', 'we', 'must', 'respect', 'other', 'countries', 'electoral', 'choices']	0	1	0
E06027	The EPPO’s jurisdiction should be extended to all member states	against	['It', 'is', 'unacceptable', 'Every', 'nation', 'has', 'the', 'right', 'to', 'organize', 'its', 'own', 'prosecution', 'system', 'and', 'no', 'foreign', 'prosecutor', 'should', 'be', 'allowed', 'to', 'operate', 'in', 'independent', 'states', 'it', 'is', 'a', 'threat', 'to', 'the', 'sovereignty', 'of', 'the', 'member', 'states']	0	1	0
E06045	The EU should enforce the obligation to respect the Rule of Law within its borders	against	['The', 'EU', 'has', 'no', 'business', 'promoting', 'democracy', 'anywhere', 'beyond', 'its', 'borders', 'Have', 'we', 'not', 'seen', 'sufficiently', 'clearly', 'in', 'the', 'past', 'two', 'decades', 'where', 'democracy', 'export', 'leads', 'Freedom', 'bombs', 'and', 'human', 'suffering', 'everywhere', 'No', 'the', 'EU', 'must', 'fully', 'respect', 'the', 'sovereignty', 'and', 'national', 'characters', 'of', 'all', 'nations', 'of', 'this', 'world', 'And', 'that', 'includes', 'its', 'own', 'member', 'states', 'The', 'EU', 'must', 'immediately', 'return', 'to', 'the', 'letter', 'of', 'the', 'EU', 'treaties', 'and', 'reaffirm', 'in', 'the', 'strongest', 'term', 'the', 'principles', 'of', 'conferral', 'and', 'subsidiarity']	0	1	0
E07016	The fear of migration is a fear of the unknown and is exacerbated.	against	['Fear', 'of', 'the', 'unknown', 'is', 'normal', 'behavior', 'It', 'has', 'saved', 'our', 'race', 'since', 'ages', 'starting', 'when', 'mankind', 'was', 'a', 'simple', 'monkey', 'among', 'others']	0	1	0
E07052	We need a better distribution of refugees	against	['The', 'key', 'to', 'successful', 'immigration', 'depends', 'upon', 'the', 'possibility', 'of', 'employment', 'So', 'EU', 'members', 'are', 'to', 'decide', 'whom', 'they', 'want', 'to', 'admit']	1	1	0
E07103	There should be a better post-Brexit European Alliance	against	['The', 'EU', 'and', 'its', 'member', 'states', 'have', 'already', 'various', 'partnership', 'or', 'neighborhood', 'programs', 'for', 'Non-EU', 'states']	0	1	0
E07116	The European Parliament should be dissolved and replaced with a global government.	against	['We', 'certainly', 'need', 'levels', 'of', 'government', 'at', 'the', 'global', 'regional', 'and', 'local', 'levels', 'Equally', 'we', 'absolutely', 'need', 'democracy', 'at', 'the', 'global', 'regional', 'and', 'local', 'levels', 'Neither', 'the', 'European', 'nor', 'the', 'national', 'and', 'regional', 'parliaments', 'should', 'be', 'abolished', 'because', 'of', 'the', 'need', 'for', 'global', 'governance', 'for', 'the', 'planet']	0	1	0
E07118	The European Parliament should have more powers, so Europe can stand against other world powers.	against	['The', 'European', 'Parliament', 'has', 'developed', 'avenues', 'for', 'a', 'common', 'foreign', 'and', 'defense', 'policy', 'and', 'should', 'exercise', 'its', 'role', 'this', 'way', 'Also', 'there', 'are', 'prerogatives', 'of', 'a', 'parliament', 'to', 'guide', 'and', 'control', 'the', 'external', 'policies', 'of', 'the', 'EU']	0	1	0
E07129	The EU should use promote institutions to improve the relationship between Eastern and Western Europe.	against	['Europe', 'has', 'more', 'than', 'enough', 'ideological', 'disputes', 'within', 'its', 'own', 'borders', 'We', 'must', 'settle', 'those', 'first', '-', 'by', 'falling', 'back', 'on', 'a', 'previous', 'more', 'classical', 'liberal', 'position', 'that', 'was', 'uncontroversial', 'for', 'most', 'of', 'our', 'citizens', 'Countries', 'outside', 'the', 'EU', 'must', 'deal', 'with', 'their', 'own', 'problems', 'as', 'best', 'they', 'can', 'Less', 'interference', 'from', 'Europe', 'is', 'the', 'order', 'of', 'the', 'day', 'not', 'more']	0	1	1
E07143	We need Integrated migration and border policy.	against	['Refugees', 'can', 'obtain', 'a', 'visa', 'at', 'an', 'Embassy', 'in', 'one', 'of', 'the', '54', 'African', 'countries', 'All', 'other', 'immigrants', 'must', 'be', 'returned', 'within', 'a', 'week', 'of', 'arrival']	0	1	0
E07149	 Foreign Policy at the EU level should be based on an absolute majority, not unanimity.	against	['Abolishing', 'the', 'veto', 'right', 'in', 'the', 'current', 'EU', 'foreign', 'policy', 'voting', 'procedure', 'will', 'be', 'the', 'death', 'of', 'European', 'solidarity', 'It', 'would', 'turn', 'Europe', 'into', 'a', 'polarized', 'entity', 'much', 'like', 'the', 'American', 'system', 'and', 'would', 'firmly', 'divide', 'the', 'European', 'community', 'on', 'every', 'issue']	0	1	0
E07150	 Foreign Policy at the EU level should be based on an absolute majority, not unanimity.	against	['Abolishing', 'the', 'veto', 'right', 'in', 'the', 'current', 'EU', 'foreign', 'policy', 'voting', 'procedure', 'will', 'only', 'serve', 'larger', 'nations', 'in', 'the', 'union', 'and', 'small', 'member', 'states', 'would', 'lose', 'all', 'their', 'power', 'and', 'slowly', 'turn', 'into', 'puppets', 'of', 'the', 'larger', 'nations', 'instead', 'of', 'equal', 'partners']	0	1	0
E07205	The Commission should take care of the administration of camps where migrants and asylum seekers are kept.	against	['All', 'refugee', 'camps', 'should', 'be', 'closed', 'And', 'illegals', 'moved', 'back', 'to', 'the', 'last', 'country', 'they', 'left']	0	1	0
E07219	Foreign Policy at the EU level should be based on an absolute majority, not unanimity	against	['Each', 'country', 'should', 'keep', 'its', 'power', 'which', 'is', 'ensured', 'through', 'the', 'current', 'unanimous', 'voting', 'process', 'in', 'the', 'European', 'Union']	0	1	0
E07232	The EU should reduce its influence on its member states.	against	['We', 'can', 'have', 'a', 'strong', 'federal', 'Europe', 'that', 'will', 'protect', 'the', 'rights', 'of', 'individuals', 'and', 'communities', 'that', 'will', 'have', 'the', 'power', 'to', 'tackle', 'the', 'climate', 'emergency', 'and', 'stand', 'up', 'to', 'other', 'superpowers', 'Lets', 'go', 'forward', 'and', 'make', 'the', 'EU', 'the', 'shared', 'home', 'that', 'we', 'all', 'want', 'to', 'live', 'in', 'that', 'can', 'lead', 'the', 'world', 'in', 'dealing', 'with', 'the', 'problems', 'we', 'face', 'on', 'our', 'planet']	1	1	0
E07248	 The EU should play a major role in a multipolar world	against	['Democracy', 'and', 'civilization', 'are', 'the', 'essences', 'of', 'Europe', 'and', 'the', 'EU', 'must', 'uphold', 'those', 'values', 'For', 'me', 'the', 'word', 'civilization', 'is', 'also', 'to', 'be', 'civil', 'which', 'in', 'some', 'way', 'is', 'the', 'opposite', 'of', 'being', 'militarized', 'The', 'EU', 'should', 'not', 'be', 'a', 'superpower', 'Nuclear', 'detergence', 'should', 'be', 'enough']	0	1	0
E07278	There should be a small council of people from all over the world, and identify the problems of every country and solve them.	against	['Europe', 'should', 'represent', 'its', 'own', 'interests']	0	1	0
